company_id,year,net_profit_margin_pct,operating_profit_margin_pct,ebit_margin_pct,return_on_equity_pct,return_on_capital_employed_pct,return_on_assets_pct,debt_to_equity,interest_coverage,interest_coverage_status,net_debt_cr,net_debt_to_ebitda,asset_turnover,fixed_asset_turnover,free_cash_flow_cr,cfo_to_pat,capex_intensity_pct,fcf_conversion_pct,book_value_per_share,earnings_per_share,dividend_payout_ratio_pct,revenue_cagr_3y,revenue_cagr_3y_flag,revenue_cagr_5y,revenue_cagr_5y_flag,revenue_cagr_10y,revenue_cagr_10y_flag,pat_cagr_3y,pat_cagr_3y_flag,pat_cagr_5y,pat_cagr_5y_flag,pat_cagr_10y,pat_cagr_10y_flag,eps_cagr_3y,eps_cagr_3y_flag,eps_cagr_5y,eps_cagr_5y_flag,eps_cagr_10y,eps_cagr_10y_flag,price_to_earnings,price_to_book,ev_to_ebitda,fcf_yield_pct,capital_allocation_label,profitability_score,cash_quality_score,growth_score,leverage_score,health_score,health_band,pe_ratio,pb_ratio,ev_ebitda,dividend_yield_pct,valuation_flag,broad_sector,sub_sector,composite_ranking_score
BOSCHLTD,2024-03,14.886112273569676,12.524660728164047,19.322054163926587,20.639920424403183,26.70412294472445,14.34745030250648,0.003232758620689655,63.372549019607845,Levered,-5086.0,-1.3888585472419444,0.9638144626908672,9.450282485875706,1253.0,0.5032128514056224,0.0,50.321285140562246,4021.3333333333335,844.0,44.0,19.843289373663996,OK,6.717165240230294,OK,6.6857146436251735,OK,72.86912600423906,OK,9.275930793686072,OK,10.898483572290708,OK,72.64984767834024,OK,9.261870727688626,OK,11.585903400555031,OK,1043.9984136546184,215.48044181034481,717.7418104860732,0.04820053793415996,ASSET_MONETISATION_AND_DELEVERAGING,31.1,74.23,82.51,76.04,61.06,Average,58.43,6.47,16.07,4.23,Caution,Consumer Discretionary,Auto Ancillaries,60.09
LT,2024-03,7.031246466738726,13.506668535997433,13.580838756653838,77.66510140873214,135.94549323192538,56.44423467905896,0.10345688880007993,3.156959629941127,Levered,-6673.0,-0.1979472575717125,8.027628521638107,44.39128689018269,18266.0,1.1748890461182222,0.0,117.48890461182222,1334.5333333333333,95.0,36.0,17.592821624288746,OK,10.335347989682408,OK,10.02514597108597,OK,6.361264204860495,OK,8.75885858017449,OK,12.273743409690363,OK,5.027553928675843,OK,8.56169392953159,OK,10.500834061722086,OK,72.33533800733261,56.17931361774403,32.5672261279701,1.624225556254571,ASSET_MONETISATION_AND_DELEVERAGING,53.68,86.7,14.68,59.82,56.71,Average,30.8,2.48,16.63,1.26,Discount,Industrials,Engineering & Construction,59.95
SUNPHARMA,2024-03,19.815658700538176,26.84289749881436,23.35402189826175,15.094161810671148,16.919376764613613,11.2650630655976,0.051423814535002436,47.588235294117645,Levered,-11752.0,-0.8465029172369084,0.5684929901064378,2.08939726853647,11372.0,1.2627471383975026,1.5732931933934058,118.3350676378772,265.27916666666664,40.0,34.0,13.126755589483485,OK,10.78116321985565,OK,11.67163711556578,OK,61.722961970425125,OK,24.536829642931245,OK,9.496531115092143,OK,49.380158218572156,OK,29.45936165164078,OK,10.30542524220699,OK,139.3950145681582,21.040509054926414,91.05922062954693,0.8489189373413096,SELF_FUNDED_REINVESTMENT,32.15,87.37,61.1,71.03,60.34,Average,37.9,6.71,21.41,3.88,Fair,Healthcare,Pharmaceuticals,59.29
ICICIGI,2024-03,9.366915605017816,87.42129155073948,13.018011421877288,15.7230643179025,21.78921568627451,3.0312124849939974,0.0028676771814829987,23.8125,Levered,-48549.0,-17.332738307747235,0.3236083907247109,22.029032258064515,486.0,1.2542991141219386,9.37667789329819,25.325690463783218,247.56592292089252,39.0,28.0,18.98796206427069,OK,12.911841003362579,OK,16.75593015728085,OK,9.217125634550683,OK,12.839173718198161,OK,13.948119696893514,OK,6.816467042447916,OK,11.139222486886503,OK,12.5092775800282,OK,662.7353882230328,104.20231134780828,493.4062441985005,0.03821387979852416,SELF_FUNDED_REINVESTMENT,43.84,77.23,19.07,71.2,53.01,Average,49.0,7.86,36.96,3.46,Fair,Financials,General Insurance,59.25
HEROMOTOCO,2024-03,9.902352536452407,86.14676228532112,15.292810077006536,21.14243742584327,31.570609123190387,14.308109968263679,0.03423922255494661,8.387518142235123,Levered,-12145.0,-1.858170134638923,1.4449202768324858,6.063703465982028,3095.0,1.3156066274719402,4.8373865410569215,82.70978086584714,884.95,187.0,75.0,6.870906150291889,OK,2.1530677970544643,OK,4.104001615840858,OK,8.421624634095327,OK,1.5441818871883894,OK,5.936862676941823,OK,8.599939568135696,OK,1.6863437197464748,OK,5.941283634174321,OK,425.81530732228754,90.02773490027684,225.72574816401468,0.19423862750722218,SELF_FUNDED_REINVESTMENT,53.09,83.99,5.05,66.06,54.7,Average,53.86,12.6,28.27,1.91,Fair,Consumer Discretionary,Two Wheelers,59.11
LTIM,2024-03,12.90931103415266,17.982937748120616,17.656333586733115,22.904386052552702,28.38969622889221,16.64609352309033,0.10345688880007993,28.24774774774775,Levered,-6673.0,-0.9411847672778562,1.2894641301190821,7.13049588436057,1752.0,1.2366412213740459,11.031337106174508,38.21155943293348,667.2666666666667,155.0,42.0,42.13101535214459,OK,30.32798083513346,OK,21.85605589762474,OK,33.24835486418234,OK,24.775129058600996,OK,16.495191642458163,OK,11.772828128939317,OK,12.24383304425547,OK,-6.666549487610296,OK,293.7943075245365,67.29178239584374,232.35320592383638,0.13006228662120078,SELF_FUNDED_REINVESTMENT,33.27,78.51,52.5,67.09,55.76,Average,64.52,2.38,18.9,4.43,Fair,Information Technology,IT Services,59.03
ASIANPAINT,2024-03,15.658543456824905,21.3692069305536,21.2790533878011,29.677488252883382,35.623997736062634,18.588007090063876,0.1321016659547202,36.84390243902439,Levered,-2114.0,-0.2514870330716155,1.187084044011906,4.966419476703512,3556.0,1.0982367758186398,7.17847584166784,63.97984886649874,195.08333333333334,57.0,58.0,17.801037676951047,OK,13.029660349453076,OK,11.25245350301849,OK,20.117567163333238,OK,20.277362101955056,OK,15.971565352132288,OK,19.983162620797668,OK,20.973552688431262,OK,15.929283130870008,OK,382.6421698452681,113.55858500640753,294.44214013799666,0.16720543083991699,SELF_FUNDED_REINVESTMENT,45.39,80.27,30.31,66.7,56.03,Average,73.37,3.9,23.94,2.42,Fair,Materials,Paints & Coatings,57.58
MARUTI,2024-03,9.50809964894472,13.130031439890594,12.419461715236363,15.750385351954785,20.54457466036966,11.697772843960314,0.001389602503619973,90.81443298969072,Levered,-57177.0,-2.499650257934773,1.230295566502463,5.090902565942939,4936.0,1.2456257413997627,8.363997800617518,36.59549228944247,2727.2611464968154,429.0,29.0,26.323644326166008,OK,10.510215112642584,OK,12.2815532690568,OK,45.387585949345265,OK,12.007182039300378,OK,16.801752458674525,OK,43.55878145035321,OK,11.139222486886503,OK,16.394629934979687,OK,111.49641384934756,17.561114834882524,82.71364300078693,0.3282212496887102,SELF_FUNDED_REINVESTMENT,19.43,78.4,68.25,84.85,56.7,Average,20.78,8.26,29.97,1.78,Discount,Consumer Discretionary,Automobiles,57.36
PIDILITIND,2024-03,14.108051360736493,21.868690947266415,19.62367762254704,20.780302129178065,27.648196609398113,14.466710831401125,0.045438325205186154,47.64705882352941,Levered,-1853.0,-0.6687116564417178,1.0254223252732693,2.2716932672904053,955.0,1.559244419004007,14.285714285714285,54.665140240412136,164.84313725490196,34.0,47.0,19.2998469335665,OK,11.836370175898114,OK,11.200766251991956,OK,15.76701574818362,OK,13.48774998597666,OK,14.527040733688779,OK,15.616214441920405,OK,13.564157249607756,OK,14.215130617291273,OK,92.88733829421865,19.302269537290353,59.81566221580657,0.588510137595519,SELF_FUNDED_REINVESTMENT,34.06,82.78,27.77,70.56,52.89,Average,36.12,12.3,5.36,1.01,Discount,Materials,Specialty Chemicals,56.77
POWERGRID,2024-03,33.97028990249329,86.87476823070044,59.522718844752745,17.870011245496066,12.952976806448243,6.208612241806171,1.4173456039290386,3.110338538698279,Levered,119353.0,2.9555990292704672,0.18276594811604718,0.2578912134832725,24176.0,2.394528992486997,28.606330301245553,155.24304886662813,93.69530158047522,17.0,67.0,4.965471644662767,OK,5.510261937513361,OK,11.414137221548938,OK,8.967428329021487,OK,9.189188268434778,OK,13.098067118120916,OK,9.354129979287684,OK,9.096607850144967,OK,13.018071324347936,OK,23.92501380594619,4.27540265760907,10.153507750978159,6.488733930345523,SELF_FUNDED_REINVESTMENT,60.61,96.02,5.75,43.87,57.75,Average,64.39,5.1,23.07,3.09,Fair,Energy,Power Transmission,56.68
HCLTECH,2024-03,14.293122742532729,22.015594151738192,19.579121668956358,23.01393141233172,29.072830683184502,15.867725188372422,0.08435023365512796,38.91500904159132,Levered,-1379.0,-0.053672206437551086,1.1101650405025958,3.1347289165216896,15840.0,1.428898790579249,6.012027694631208,100.82749840865691,251.4290976058932,58.0,90.0,13.396477329776978,OK,12.710299978373406,OK,13.082373204583831,OK,12.043662852781601,OK,9.194090295112023,OK,9.179123626035102,OK,12.257330985276148,OK,9.407036350794119,OK,9.69075247889608,OK,26.26309929980904,6.044171659610623,17.956729459385826,3.8391317512701186,SELF_FUNDED_REINVESTMENT,36.48,86.84,15.71,66.79,51.98,Average,63.63,5.44,31.21,1.99,Fair,Information Technology,IT Services,55.99
BPCL,2024-03,5.994201967046283,9.837909494446341,9.003465875741771,35.511337343822305,30.9773177511249,13.26907686075349,0.7218747934157467,9.7235478428537,Levered,27968.0,0.593623975888271,2.213651947949293,5.162365492292449,25415.0,1.3379500353698945,2.3480024906099985,94.62377601548829,354.09644194756555,62.0,33.0,24.863629368132333,OK,8.483226324685255,OK,5.4159319078910695,OK,15.748130122124548,OK,25.790698729746552,OK,20.817911347727637,OK,18.776353612992548,OK,28.063048802615654,OK,21.28718543006496,OK,17.448979113146432,6.196365835922522,12.872756929999575,5.422883218663305,SELF_FUNDED_REINVESTMENT,32.88,85.46,37.38,55.66,52.97,Average,68.15,0.72,26.59,1.15,Caution,Energy,Oil & Gas Refining,55.94
BRITANNIA,2024-03,12.725863199952292,18.886039716142882,18.34933508259288,54.14869322506978,51.232101232101236,23.522927689594354,0.5239786856127886,18.76219512195122,Levered,-702.0,-0.2078768137400059,1.8484347442680775,6.051605918440996,2573.0,1.2057169634489222,0.0,120.57169634489222,164.20833333333334,89.0,83.0,8.479583308976203,OK,8.690023727476138,OK,9.265752439203956,OK,4.856654873228505,OK,13.063515827454196,OK,18.37492911445593,OK,4.946129761743845,OK,13.14353769849137,OK,18.720851381956226,OK,152.17701030927836,82.40186247145394,111.50979567663607,0.7923121639717275,ASSET_MONETISATION_AND_DELEVERAGING,61.27,86.94,1.21,60.85,56.89,Average,63.91,4.26,33.95,1.88,Fair,Consumer Staples,Food Products,55.81
TITAN,2024-03,6.843630099444054,10.359408033826638,10.26153002897189,37.2192057915469,21.034468921792865,11.081877833074461,1.653145959757266,8.468497576736672,Levered,13183.0,2.2627875042911088,1.619298190002219,13.772984631976273,1506.0,0.4848398169336384,0.36997885835095135,43.077803203661325,105.53932584269663,39.0,28.0,33.14221885428872,OK,20.897163953120245,OK,16.675157366300255,OK,53.11021124836826,OK,20.274576296793036,OK,16.876825851348286,OK,52.4838939608516,OK,19.50578386760935,OK,17.164882683060824,OK,513.0920251716248,190.9687767486426,363.268316168898,0.0839572651499547,SELF_FUNDED_REINVESTMENT,29.62,73.29,85.53,45.75,56.32,Average,10.13,10.51,21.0,3.1,Discount,Consumer Discretionary,Gems & Jewellery,55.41
TORNTPHARM,2024-03,15.436241610738255,31.3944817300522,25.223713646532435,24.154025670945156,24.87589630446773,11.416752843846949,0.5866394399066511,7.6440677966101696,Levered,3849.0,1.095332953898691,0.7396070320579111,1.3182600147456378,3106.0,1.9722222222222223,1.4914243102162565,187.56038647342993,202.84023668639054,49.0,57.0,10.251830698592634,OK,6.932744476678732,OK,9.904998966029122,OK,9.770422181784767,OK,30.591457402327848,OK,9.569385326916846,OK,9.815788772150768,OK,30.391879544001377,OK,9.374632912519697,OK,1129.3299456521738,272.77864498249704,647.6856659077974,0.1660811237632738,SELF_FUNDED_REINVESTMENT,39.25,92.8,8.77,54.49,51.5,Average,46.4,6.43,27.93,1.22,Fair,Healthcare,Pharmaceuticals,55.2
IOC,2024-03,5.559462717942377,9.743776019125345,8.3942593050575,23.53162465856491,20.620164849942256,8.941893540895371,0.7230954600718581,8.26912828321279,Levered,67086.0,0.8278645029925341,1.6084096601703395,3.9610200104082693,39635.0,1.6472973286068442,4.052800791393595,91.83058779917054,133.18109207086843,30.0,40.0,28.727791225279177,OK,8.008755667240486,OK,4.744973944880271,OK,25.64085913541887,OK,20.099089966731643,OK,20.006444481866815,OK,25.99210498948732,OK,20.11244339814313,OK,19.623119885131544,OK,32.85754106716712,7.73191323595959,22.044695378540137,2.794810104975634,SELF_FUNDED_REINVESTMENT,19.28,87.52,51.83,54.68,51.57,Average,28.61,4.24,33.71,1.25,Discount,Energy,Oil & Gas Refining,54.58
ONGC,2024-03,9.655290194725701,17.388518015001793,14.720086033723595,16.940398136885513,17.75702650275063,8.044955154739396,0.45444863084819176,8.539729252501472,Levered,50974.0,0.4401253701960852,0.8332173339682772,1.9815314922902691,42060.0,1.7383758603176827,9.672537521390066,73.65895518467276,267.94117647058823,39.0,31.0,24.855263957274687,OK,7.001683761214439,OK,13.006317517391341,OK,38.78658467052287,OK,10.96639922553624,OK,7.9121170176566835,OK,44.22495703074083,OK,10.197228772148016,OK,6.386012503101268,OK,6.831947776746467,1.1573591538849497,4.317056131655974,10.781545408672736,SELF_FUNDED_REINVESTMENT,20.26,86.23,63.29,57.25,54.21,Average,18.15,10.36,11.72,1.11,Discount,Energy,Oil & Gas Exploration,54.36
APOLLOHOSP,2024-03,4.905818773282963,12.56099480560365,9.502072511674275,13.480392156862745,14.76077919960877,5.5847568988173455,0.7688869665513264,4.033407572383074,Levered,4347.0,1.7401921537229783,1.1383944570541153,1.9721647350993377,383.0,2.053475935828877,8.064431502177449,40.962566844919785,481.66666666666663,63.0,26.0,21.752736351876713,OK,14.660042602193135,OK,15.90208668517812,OK,89.6838465061924,OK,36.13077689773863,OK,11.493642912195057,OK,84.69147504478333,OK,29.95061094416296,OK,10.60156477390728,OK,2038.0988556149732,274.74371828143023,974.1324819855885,0.0200984200212211,SELF_FUNDED_REINVESTMENT,10.01,85.05,85.19,50.94,53.7,Average,47.72,7.68,16.74,3.22,Fair,Healthcare,Healthcare,48.06
DLF,2024-03,42.38369379181578,33.04807841916913,39.00731289870858,6.908270142781061,5.663616853044165,4.611555976908361,0.12259389820192235,7.042134831460674,Levered,-15304.0,-5.76421845574388,0.10880495691479457,1.6564432989690723,1010.0,0.9320851688693098,23.79025984129454,37.07782672540382,159.3171717171717,11.0,45.0,5.883921200220743,OK,-5.136730668466605,OK,-2.5227009697177505,OK,35.99602527786225,OK,15.697066513836644,OK,16.52939969024585,OK,40.10196653276936,OK,12.888132073019754,OK,10.645376106020565,OK,507.2364280469897,35.04126271207933,470.21070809792843,0.07309772065891328,EXPANSION_WITH_EXTERNAL_CAPITAL,33.5,76.05,36.67,67.19,51.95,Average,46.26,14.32,10.41,2.58,Fair,Real Estate,Real Estate,44.77
