company_id,year,metric,flag
ABB,2019-03,eps_cagr_10y,INSUFFICIENT
ABB,2020-03,revenue_cagr_10y,INSUFFICIENT
ABB,2020-03,pat_cagr_10y,INSUFFICIENT
ABB,2020-03,eps_cagr_10y,INSUFFICIENT
ABB,2021-03,revenue_cagr_10y,INSUFFICIENT
ABB,2021-03,pat_cagr_10y,INSUFFICIENT
ABB,2021-03,eps_cagr_10y,INSUFFICIENT
ABB,2022-03,revenue_cagr_10y,INSUFFICIENT
ABB,2022-03,pat_cagr_10y,INSUFFICIENT
ABB,2022-03,eps_cagr_10y,INSUFFICIENT
ADANIENSOL,2014-03,interest_coverage,Debt Free
ADANIENSOL,2014-03,revenue_cagr_3y,INSUFFICIENT
ADANIENSOL,2014-03,revenue_cagr_5y,INSUFFICIENT
ADANIENSOL,2014-03,revenue_cagr_10y,INSUFFICIENT
ADANIENSOL,2014-03,pat_cagr_3y,INSUFFICIENT
ADANIENSOL,2014-03,pat_cagr_5y,INSUFFICIENT
ADANIENSOL,2014-03,pat_cagr_10y,INSUFFICIENT
ADANIENSOL,2014-03,eps_cagr_3y,INSUFFICIENT
ADANIENSOL,2014-03,eps_cagr_5y,INSUFFICIENT
ADANIENSOL,2014-03,eps_cagr_10y,INSUFFICIENT
ADANIENSOL,2015-03,revenue_cagr_3y,INSUFFICIENT
ADANIENSOL,2015-03,revenue_cagr_5y,INSUFFICIENT
ADANIENSOL,2015-03,revenue_cagr_10y,INSUFFICIENT
ADANIENSOL,2015-03,pat_cagr_3y,INSUFFICIENT
ADANIENSOL,2015-03,pat_cagr_5y,INSUFFICIENT
ADANIENSOL,2015-03,pat_cagr_10y,INSUFFICIENT
ADANIENSOL,2015-03,eps_cagr_3y,INSUFFICIENT
ADANIENSOL,2015-03,eps_cagr_5y,INSUFFICIENT
ADANIENSOL,2015-03,eps_cagr_10y,INSUFFICIENT
ADANIENSOL,2016-03,revenue_cagr_3y,INSUFFICIENT
ADANIENSOL,2016-03,revenue_cagr_5y,INSUFFICIENT
ADANIENSOL,2016-03,revenue_cagr_10y,INSUFFICIENT
ADANIENSOL,2016-03,pat_cagr_3y,INSUFFICIENT
ADANIENSOL,2016-03,pat_cagr_5y,INSUFFICIENT
ADANIENSOL,2016-03,pat_cagr_10y,INSUFFICIENT
ADANIENSOL,2016-03,eps_cagr_3y,INSUFFICIENT
ADANIENSOL,2016-03,eps_cagr_5y,INSUFFICIENT
ADANIENSOL,2016-03,eps_cagr_10y,INSUFFICIENT
ADANIENSOL,2017-03,revenue_cagr_3y,ZERO_BASE
ADANIENSOL,2017-03,revenue_cagr_5y,INSUFFICIENT
ADANIENSOL,2017-03,revenue_cagr_10y,INSUFFICIENT
ADANIENSOL,2017-03,pat_cagr_3y,ZERO_BASE
ADANIENSOL,2017-03,pat_cagr_5y,INSUFFICIENT
ADANIENSOL,2017-03,pat_cagr_10y,INSUFFICIENT
ADANIENSOL,2017-03,eps_cagr_3y,ZERO_BASE
ADANIENSOL,2017-03,eps_cagr_5y,INSUFFICIENT
ADANIENSOL,2017-03,eps_cagr_10y,INSUFFICIENT
ADANIENSOL,2018-03,revenue_cagr_5y,INSUFFICIENT
ADANIENSOL,2018-03,revenue_cagr_10y,INSUFFICIENT
ADANIENSOL,2018-03,pat_cagr_3y,TURNAROUND
ADANIENSOL,2018-03,pat_cagr_5y,INSUFFICIENT
ADANIENSOL,2018-03,pat_cagr_10y,INSUFFICIENT
ADANIENSOL,2018-03,eps_cagr_3y,ZERO_BASE
ADANIENSOL,2018-03,eps_cagr_5y,INSUFFICIENT
ADANIENSOL,2018-03,eps_cagr_10y,INSUFFICIENT
ADANIENSOL,2019-03,revenue_cagr_5y,ZERO_BASE
ADANIENSOL,2019-03,revenue_cagr_10y,INSUFFICIENT
ADANIENSOL,2019-03,pat_cagr_5y,ZERO_BASE
ADANIENSOL,2019-03,pat_cagr_10y,INSUFFICIENT
ADANIENSOL,2019-03,eps_cagr_5y,ZERO_BASE
ADANIENSOL,2019-03,eps_cagr_10y,INSUFFICIENT
ADANIENSOL,2020-03,revenue_cagr_10y,INSUFFICIENT
ADANIENSOL,2020-03,pat_cagr_5y,TURNAROUND
ADANIENSOL,2020-03,pat_cagr_10y,INSUFFICIENT
ADANIENSOL,2020-03,eps_cagr_5y,ZERO_BASE
ADANIENSOL,2020-03,eps_cagr_10y,INSUFFICIENT
ADANIENSOL,2021-03,revenue_cagr_10y,INSUFFICIENT
ADANIENSOL,2021-03,pat_cagr_10y,INSUFFICIENT
ADANIENSOL,2021-03,eps_cagr_10y,INSUFFICIENT
ADANIENSOL,2022-03,revenue_cagr_10y,INSUFFICIENT
ADANIENSOL,2022-03,pat_cagr_10y,INSUFFICIENT
ADANIENSOL,2022-03,eps_cagr_10y,INSUFFICIENT
ADANIENSOL,2023-03,revenue_cagr_10y,INSUFFICIENT
ADANIENSOL,2023-03,pat_cagr_10y,INSUFFICIENT
ADANIENSOL,2023-03,eps_cagr_10y,INSUFFICIENT
ADANIENSOL,2024-03,revenue_cagr_10y,ZERO_BASE
ADANIENSOL,2024-03,pat_cagr_10y,ZERO_BASE
ADANIENSOL,2024-03,eps_cagr_10y,ZERO_BASE
ADANIENT,2013-03,revenue_cagr_3y,INSUFFICIENT
ADANIENT,2013-03,revenue_cagr_5y,INSUFFICIENT
ADANIENT,2013-03,revenue_cagr_10y,INSUFFICIENT
ADANIENT,2013-03,pat_cagr_3y,INSUFFICIENT
ADANIENT,2013-03,pat_cagr_5y,INSUFFICIENT
ADANIENT,2013-03,pat_cagr_10y,INSUFFICIENT
ADANIENT,2013-03,eps_cagr_3y,INSUFFICIENT
ADANIENT,2013-03,eps_cagr_5y,INSUFFICIENT
ADANIENT,2013-03,eps_cagr_10y,INSUFFICIENT
ADANIENT,2014-03,revenue_cagr_3y,INSUFFICIENT
ADANIENT,2014-03,revenue_cagr_5y,INSUFFICIENT
ADANIENT,2014-03,revenue_cagr_10y,INSUFFICIENT
ADANIENT,2014-03,pat_cagr_3y,INSUFFICIENT
ADANIENT,2014-03,pat_cagr_5y,INSUFFICIENT
ADANIENT,2014-03,pat_cagr_10y,INSUFFICIENT
ADANIENT,2014-03,eps_cagr_3y,INSUFFICIENT
ADANIENT,2014-03,eps_cagr_5y,INSUFFICIENT
ADANIENT,2014-03,eps_cagr_10y,INSUFFICIENT
ADANIENT,2015-03,revenue_cagr_3y,INSUFFICIENT
ADANIENT,2015-03,revenue_cagr_5y,INSUFFICIENT
ADANIENT,2015-03,revenue_cagr_10y,INSUFFICIENT
ADANIENT,2015-03,pat_cagr_3y,INSUFFICIENT
ADANIENT,2015-03,pat_cagr_5y,INSUFFICIENT
ADANIENT,2015-03,pat_cagr_10y,INSUFFICIENT
ADANIENT,2015-03,eps_cagr_3y,INSUFFICIENT
ADANIENT,2015-03,eps_cagr_5y,INSUFFICIENT
ADANIENT,2015-03,eps_cagr_10y,INSUFFICIENT
ADANIENT,2016-03,revenue_cagr_5y,INSUFFICIENT
ADANIENT,2016-03,revenue_cagr_10y,INSUFFICIENT
ADANIENT,2016-03,pat_cagr_5y,INSUFFICIENT
ADANIENT,2016-03,pat_cagr_10y,INSUFFICIENT
ADANIENT,2016-03,eps_cagr_5y,INSUFFICIENT
ADANIENT,2016-03,eps_cagr_10y,INSUFFICIENT
ADANIENT,2017-03,revenue_cagr_5y,INSUFFICIENT
ADANIENT,2017-03,revenue_cagr_10y,INSUFFICIENT
ADANIENT,2017-03,pat_cagr_5y,INSUFFICIENT
ADANIENT,2017-03,pat_cagr_10y,INSUFFICIENT
ADANIENT,2017-03,eps_cagr_5y,INSUFFICIENT
ADANIENT,2017-03,eps_cagr_10y,INSUFFICIENT
ADANIENT,2018-03,revenue_cagr_10y,INSUFFICIENT
ADANIENT,2018-03,pat_cagr_10y,INSUFFICIENT
ADANIENT,2018-03,eps_cagr_10y,INSUFFICIENT
ADANIENT,2019-03,revenue_cagr_10y,INSUFFICIENT
ADANIENT,2019-03,pat_cagr_10y,INSUFFICIENT
ADANIENT,2019-03,eps_cagr_10y,INSUFFICIENT
ADANIENT,2020-03,revenue_cagr_10y,INSUFFICIENT
ADANIENT,2020-03,pat_cagr_10y,INSUFFICIENT
ADANIENT,2020-03,eps_cagr_10y,INSUFFICIENT
ADANIENT,2021-03,revenue_cagr_10y,INSUFFICIENT
ADANIENT,2021-03,pat_cagr_10y,INSUFFICIENT
ADANIENT,2021-03,eps_cagr_10y,INSUFFICIENT
ADANIENT,2022-03,revenue_cagr_10y,INSUFFICIENT
ADANIENT,2022-03,pat_cagr_10y,INSUFFICIENT
ADANIENT,2022-03,eps_cagr_10y,INSUFFICIENT
ADANIGREEN,2017-03,revenue_cagr_3y,INSUFFICIENT
ADANIGREEN,2017-03,revenue_cagr_5y,INSUFFICIENT
ADANIGREEN,2017-03,revenue_cagr_10y,INSUFFICIENT
ADANIGREEN,2017-03,pat_cagr_3y,INSUFFICIENT
ADANIGREEN,2017-03,pat_cagr_5y,INSUFFICIENT
ADANIGREEN,2017-03,pat_cagr_10y,INSUFFICIENT
ADANIGREEN,2017-03,eps_cagr_3y,INSUFFICIENT
ADANIGREEN,2017-03,eps_cagr_5y,INSUFFICIENT
ADANIGREEN,2017-03,eps_cagr_10y,INSUFFICIENT
ADANIGREEN,2018-03,revenue_cagr_3y,INSUFFICIENT
ADANIGREEN,2018-03,revenue_cagr_5y,INSUFFICIENT
ADANIGREEN,2018-03,revenue_cagr_10y,INSUFFICIENT
ADANIGREEN,2018-03,pat_cagr_3y,INSUFFICIENT
ADANIGREEN,2018-03,pat_cagr_5y,INSUFFICIENT
ADANIGREEN,2018-03,pat_cagr_10y,INSUFFICIENT
ADANIGREEN,2018-03,eps_cagr_3y,INSUFFICIENT
ADANIGREEN,2018-03,eps_cagr_5y,INSUFFICIENT
ADANIGREEN,2018-03,eps_cagr_10y,INSUFFICIENT
ADANIGREEN,2019-03,revenue_cagr_3y,INSUFFICIENT
ADANIGREEN,2019-03,revenue_cagr_5y,INSUFFICIENT
ADANIGREEN,2019-03,revenue_cagr_10y,INSUFFICIENT
ADANIGREEN,2019-03,pat_cagr_3y,INSUFFICIENT
ADANIGREEN,2019-03,pat_cagr_5y,INSUFFICIENT
ADANIGREEN,2019-03,pat_cagr_10y,INSUFFICIENT
ADANIGREEN,2019-03,eps_cagr_3y,INSUFFICIENT
ADANIGREEN,2019-03,eps_cagr_5y,INSUFFICIENT
ADANIGREEN,2019-03,eps_cagr_10y,INSUFFICIENT
ADANIGREEN,2020-03,revenue_cagr_5y,INSUFFICIENT
ADANIGREEN,2020-03,revenue_cagr_10y,INSUFFICIENT
ADANIGREEN,2020-03,pat_cagr_3y,BOTH_NEGATIVE
ADANIGREEN,2020-03,pat_cagr_5y,INSUFFICIENT
ADANIGREEN,2020-03,pat_cagr_10y,INSUFFICIENT
ADANIGREEN,2020-03,eps_cagr_3y,ZERO_BASE
ADANIGREEN,2020-03,eps_cagr_5y,INSUFFICIENT
ADANIGREEN,2020-03,eps_cagr_10y,INSUFFICIENT
ADANIGREEN,2021-03,revenue_cagr_5y,INSUFFICIENT
ADANIGREEN,2021-03,revenue_cagr_10y,INSUFFICIENT
ADANIGREEN,2021-03,pat_cagr_3y,TURNAROUND
ADANIGREEN,2021-03,pat_cagr_5y,INSUFFICIENT
ADANIGREEN,2021-03,pat_cagr_10y,INSUFFICIENT
ADANIGREEN,2021-03,eps_cagr_3y,TURNAROUND
ADANIGREEN,2021-03,eps_cagr_5y,INSUFFICIENT
ADANIGREEN,2021-03,eps_cagr_10y,INSUFFICIENT
ADANIGREEN,2022-03,revenue_cagr_10y,INSUFFICIENT
ADANIGREEN,2022-03,pat_cagr_3y,TURNAROUND
ADANIGREEN,2022-03,pat_cagr_5y,TURNAROUND
ADANIGREEN,2022-03,pat_cagr_10y,INSUFFICIENT
ADANIGREEN,2022-03,eps_cagr_3y,TURNAROUND
ADANIGREEN,2022-03,eps_cagr_5y,ZERO_BASE
ADANIGREEN,2022-03,eps_cagr_10y,INSUFFICIENT
ADANIGREEN,2023-03,revenue_cagr_10y,INSUFFICIENT
ADANIGREEN,2023-03,pat_cagr_3y,TURNAROUND
ADANIGREEN,2023-03,pat_cagr_5y,TURNAROUND
ADANIGREEN,2023-03,pat_cagr_10y,INSUFFICIENT
ADANIGREEN,2023-03,eps_cagr_3y,ZERO_BASE
ADANIGREEN,2023-03,eps_cagr_5y,TURNAROUND
ADANIGREEN,2023-03,eps_cagr_10y,INSUFFICIENT
ADANIGREEN,2024-03,revenue_cagr_10y,INSUFFICIENT
ADANIGREEN,2024-03,pat_cagr_5y,TURNAROUND
ADANIGREEN,2024-03,pat_cagr_10y,INSUFFICIENT
ADANIGREEN,2024-03,eps_cagr_5y,TURNAROUND
ADANIGREEN,2024-03,eps_cagr_10y,INSUFFICIENT
ADANIPORTS,2013-03,revenue_cagr_3y,INSUFFICIENT
ADANIPORTS,2013-03,revenue_cagr_5y,INSUFFICIENT
ADANIPORTS,2013-03,revenue_cagr_10y,INSUFFICIENT
ADANIPORTS,2013-03,pat_cagr_3y,INSUFFICIENT
ADANIPORTS,2013-03,pat_cagr_5y,INSUFFICIENT
ADANIPORTS,2013-03,pat_cagr_10y,INSUFFICIENT
ADANIPORTS,2013-03,eps_cagr_3y,INSUFFICIENT
ADANIPORTS,2013-03,eps_cagr_5y,INSUFFICIENT
ADANIPORTS,2013-03,eps_cagr_10y,INSUFFICIENT
ADANIPORTS,2014-03,revenue_cagr_3y,INSUFFICIENT
ADANIPORTS,2014-03,revenue_cagr_5y,INSUFFICIENT
ADANIPORTS,2014-03,revenue_cagr_10y,INSUFFICIENT
ADANIPORTS,2014-03,pat_cagr_3y,INSUFFICIENT
ADANIPORTS,2014-03,pat_cagr_5y,INSUFFICIENT
ADANIPORTS,2014-03,pat_cagr_10y,INSUFFICIENT
ADANIPORTS,2014-03,eps_cagr_3y,INSUFFICIENT
ADANIPORTS,2014-03,eps_cagr_5y,INSUFFICIENT
ADANIPORTS,2014-03,eps_cagr_10y,INSUFFICIENT
ADANIPORTS,2015-03,revenue_cagr_3y,INSUFFICIENT
ADANIPORTS,2015-03,revenue_cagr_5y,INSUFFICIENT
ADANIPORTS,2015-03,revenue_cagr_10y,INSUFFICIENT
ADANIPORTS,2015-03,pat_cagr_3y,INSUFFICIENT
ADANIPORTS,2015-03,pat_cagr_5y,INSUFFICIENT
ADANIPORTS,2015-03,pat_cagr_10y,INSUFFICIENT
ADANIPORTS,2015-03,eps_cagr_3y,INSUFFICIENT
ADANIPORTS,2015-03,eps_cagr_5y,INSUFFICIENT
ADANIPORTS,2015-03,eps_cagr_10y,INSUFFICIENT
ADANIPORTS,2016-03,revenue_cagr_5y,INSUFFICIENT
ADANIPORTS,2016-03,revenue_cagr_10y,INSUFFICIENT
ADANIPORTS,2016-03,pat_cagr_5y,INSUFFICIENT
ADANIPORTS,2016-03,pat_cagr_10y,INSUFFICIENT
ADANIPORTS,2016-03,eps_cagr_5y,INSUFFICIENT
ADANIPORTS,2016-03,eps_cagr_10y,INSUFFICIENT
ADANIPORTS,2017-03,revenue_cagr_5y,INSUFFICIENT
ADANIPORTS,2017-03,revenue_cagr_10y,INSUFFICIENT
ADANIPORTS,2017-03,pat_cagr_5y,INSUFFICIENT
ADANIPORTS,2017-03,pat_cagr_10y,INSUFFICIENT
ADANIPORTS,2017-03,eps_cagr_5y,INSUFFICIENT
ADANIPORTS,2017-03,eps_cagr_10y,INSUFFICIENT
ADANIPORTS,2018-03,revenue_cagr_10y,INSUFFICIENT
ADANIPORTS,2018-03,pat_cagr_10y,INSUFFICIENT
ADANIPORTS,2018-03,eps_cagr_10y,INSUFFICIENT
ADANIPORTS,2019-03,revenue_cagr_10y,INSUFFICIENT
ADANIPORTS,2019-03,pat_cagr_10y,INSUFFICIENT
ADANIPORTS,2019-03,eps_cagr_10y,INSUFFICIENT
ADANIPORTS,2020-03,revenue_cagr_10y,INSUFFICIENT
ADANIPORTS,2020-03,pat_cagr_10y,INSUFFICIENT
ADANIPORTS,2020-03,eps_cagr_10y,INSUFFICIENT
ADANIPORTS,2021-03,revenue_cagr_10y,INSUFFICIENT
ADANIPORTS,2021-03,pat_cagr_10y,INSUFFICIENT
ADANIPORTS,2021-03,eps_cagr_10y,INSUFFICIENT
ADANIPORTS,2022-03,revenue_cagr_10y,INSUFFICIENT
ADANIPORTS,2022-03,pat_cagr_10y,INSUFFICIENT
ADANIPORTS,2022-03,eps_cagr_10y,INSUFFICIENT
ADANIPOWER,2013-03,revenue_cagr_3y,INSUFFICIENT
ADANIPOWER,2013-03,revenue_cagr_5y,INSUFFICIENT
ADANIPOWER,2013-03,revenue_cagr_10y,INSUFFICIENT
ADANIPOWER,2013-03,pat_cagr_3y,INSUFFICIENT
ADANIPOWER,2013-03,pat_cagr_5y,INSUFFICIENT
ADANIPOWER,2013-03,pat_cagr_10y,INSUFFICIENT
ADANIPOWER,2013-03,eps_cagr_3y,INSUFFICIENT
ADANIPOWER,2013-03,eps_cagr_5y,INSUFFICIENT
ADANIPOWER,2013-03,eps_cagr_10y,INSUFFICIENT
ADANIPOWER,2014-03,revenue_cagr_3y,INSUFFICIENT
ADANIPOWER,2014-03,revenue_cagr_5y,INSUFFICIENT
ADANIPOWER,2014-03,revenue_cagr_10y,INSUFFICIENT
ADANIPOWER,2014-03,pat_cagr_3y,INSUFFICIENT
ADANIPOWER,2014-03,pat_cagr_5y,INSUFFICIENT
ADANIPOWER,2014-03,pat_cagr_10y,INSUFFICIENT
ADANIPOWER,2014-03,eps_cagr_3y,INSUFFICIENT
ADANIPOWER,2014-03,eps_cagr_5y,INSUFFICIENT
ADANIPOWER,2014-03,eps_cagr_10y,INSUFFICIENT
ADANIPOWER,2015-03,revenue_cagr_3y,INSUFFICIENT
ADANIPOWER,2015-03,revenue_cagr_5y,INSUFFICIENT
ADANIPOWER,2015-03,revenue_cagr_10y,INSUFFICIENT
ADANIPOWER,2015-03,pat_cagr_3y,INSUFFICIENT
ADANIPOWER,2015-03,pat_cagr_5y,INSUFFICIENT
ADANIPOWER,2015-03,pat_cagr_10y,INSUFFICIENT
ADANIPOWER,2015-03,eps_cagr_3y,INSUFFICIENT
ADANIPOWER,2015-03,eps_cagr_5y,INSUFFICIENT
ADANIPOWER,2015-03,eps_cagr_10y,INSUFFICIENT
ADANIPOWER,2016-03,revenue_cagr_5y,INSUFFICIENT
ADANIPOWER,2016-03,revenue_cagr_10y,INSUFFICIENT
ADANIPOWER,2016-03,pat_cagr_3y,TURNAROUND
ADANIPOWER,2016-03,pat_cagr_5y,INSUFFICIENT
ADANIPOWER,2016-03,pat_cagr_10y,INSUFFICIENT
ADANIPOWER,2016-03,eps_cagr_3y,TURNAROUND
ADANIPOWER,2016-03,eps_cagr_5y,INSUFFICIENT
ADANIPOWER,2016-03,eps_cagr_10y,INSUFFICIENT
ADANIPOWER,2017-03,revenue_cagr_5y,INSUFFICIENT
ADANIPOWER,2017-03,revenue_cagr_10y,INSUFFICIENT
ADANIPOWER,2017-03,pat_cagr_3y,BOTH_NEGATIVE
ADANIPOWER,2017-03,pat_cagr_5y,INSUFFICIENT
ADANIPOWER,2017-03,pat_cagr_10y,INSUFFICIENT
ADANIPOWER,2017-03,eps_cagr_3y,BOTH_NEGATIVE
ADANIPOWER,2017-03,eps_cagr_5y,INSUFFICIENT
ADANIPOWER,2017-03,eps_cagr_10y,INSUFFICIENT
ADANIPOWER,2018-03,revenue_cagr_10y,INSUFFICIENT
ADANIPOWER,2018-03,pat_cagr_3y,BOTH_NEGATIVE
ADANIPOWER,2018-03,pat_cagr_5y,BOTH_NEGATIVE
ADANIPOWER,2018-03,pat_cagr_10y,INSUFFICIENT
ADANIPOWER,2018-03,eps_cagr_3y,BOTH_NEGATIVE
ADANIPOWER,2018-03,eps_cagr_5y,BOTH_NEGATIVE
ADANIPOWER,2018-03,eps_cagr_10y,INSUFFICIENT
ADANIPOWER,2019-03,revenue_cagr_10y,INSUFFICIENT
ADANIPOWER,2019-03,pat_cagr_3y,DECLINE_TO_LOSS
ADANIPOWER,2019-03,pat_cagr_5y,BOTH_NEGATIVE
ADANIPOWER,2019-03,pat_cagr_10y,INSUFFICIENT
ADANIPOWER,2019-03,eps_cagr_3y,DECLINE_TO_LOSS
ADANIPOWER,2019-03,eps_cagr_5y,BOTH_NEGATIVE
ADANIPOWER,2019-03,eps_cagr_10y,INSUFFICIENT
ADANIPOWER,2020-03,revenue_cagr_10y,INSUFFICIENT
ADANIPOWER,2020-03,pat_cagr_3y,BOTH_NEGATIVE
ADANIPOWER,2020-03,pat_cagr_5y,BOTH_NEGATIVE
ADANIPOWER,2020-03,pat_cagr_10y,INSUFFICIENT
ADANIPOWER,2020-03,eps_cagr_3y,BOTH_NEGATIVE
ADANIPOWER,2020-03,eps_cagr_5y,BOTH_NEGATIVE
ADANIPOWER,2020-03,eps_cagr_10y,INSUFFICIENT
ADANIPOWER,2021-03,revenue_cagr_10y,INSUFFICIENT
ADANIPOWER,2021-03,pat_cagr_3y,TURNAROUND
ADANIPOWER,2021-03,pat_cagr_10y,INSUFFICIENT
ADANIPOWER,2021-03,eps_cagr_3y,TURNAROUND
ADANIPOWER,2021-03,eps_cagr_10y,INSUFFICIENT
ADANIPOWER,2022-03,revenue_cagr_10y,INSUFFICIENT
ADANIPOWER,2022-03,pat_cagr_3y,TURNAROUND
ADANIPOWER,2022-03,pat_cagr_5y,TURNAROUND
ADANIPOWER,2022-03,pat_cagr_10y,INSUFFICIENT
ADANIPOWER,2022-03,eps_cagr_3y,TURNAROUND
ADANIPOWER,2022-03,eps_cagr_5y,TURNAROUND
ADANIPOWER,2022-03,eps_cagr_10y,INSUFFICIENT
ADANIPOWER,2023-03,pat_cagr_3y,TURNAROUND
ADANIPOWER,2023-03,pat_cagr_5y,TURNAROUND
ADANIPOWER,2023-03,pat_cagr_10y,TURNAROUND
ADANIPOWER,2023-03,eps_cagr_3y,TURNAROUND
ADANIPOWER,2023-03,eps_cagr_5y,TURNAROUND
ADANIPOWER,2023-03,eps_cagr_10y,TURNAROUND
ADANIPOWER,2024-03,pat_cagr_5y,TURNAROUND
ADANIPOWER,2024-03,pat_cagr_10y,TURNAROUND
ADANIPOWER,2024-03,eps_cagr_5y,TURNAROUND
ADANIPOWER,2024-03,eps_cagr_10y,TURNAROUND
AMBUJACEM,2012-12,revenue_cagr_3y,INSUFFICIENT
AMBUJACEM,2012-12,revenue_cagr_5y,INSUFFICIENT
AMBUJACEM,2012-12,revenue_cagr_10y,INSUFFICIENT
AMBUJACEM,2012-12,pat_cagr_3y,INSUFFICIENT
AMBUJACEM,2012-12,pat_cagr_5y,INSUFFICIENT
AMBUJACEM,2012-12,pat_cagr_10y,INSUFFICIENT
AMBUJACEM,2012-12,eps_cagr_3y,INSUFFICIENT
AMBUJACEM,2012-12,eps_cagr_5y,INSUFFICIENT
AMBUJACEM,2012-12,eps_cagr_10y,INSUFFICIENT
AMBUJACEM,2013-12,revenue_cagr_3y,INSUFFICIENT
AMBUJACEM,2013-12,revenue_cagr_5y,INSUFFICIENT
AMBUJACEM,2013-12,revenue_cagr_10y,INSUFFICIENT
AMBUJACEM,2013-12,pat_cagr_3y,INSUFFICIENT
AMBUJACEM,2013-12,pat_cagr_5y,INSUFFICIENT
AMBUJACEM,2013-12,pat_cagr_10y,INSUFFICIENT
AMBUJACEM,2013-12,eps_cagr_3y,INSUFFICIENT
AMBUJACEM,2013-12,eps_cagr_5y,INSUFFICIENT
AMBUJACEM,2013-12,eps_cagr_10y,INSUFFICIENT
AMBUJACEM,2014-12,revenue_cagr_3y,INSUFFICIENT
AMBUJACEM,2014-12,revenue_cagr_5y,INSUFFICIENT
AMBUJACEM,2014-12,revenue_cagr_10y,INSUFFICIENT
AMBUJACEM,2014-12,pat_cagr_3y,INSUFFICIENT
AMBUJACEM,2014-12,pat_cagr_5y,INSUFFICIENT
AMBUJACEM,2014-12,pat_cagr_10y,INSUFFICIENT
AMBUJACEM,2014-12,eps_cagr_3y,INSUFFICIENT
AMBUJACEM,2014-12,eps_cagr_5y,INSUFFICIENT
AMBUJACEM,2014-12,eps_cagr_10y,INSUFFICIENT
AMBUJACEM,2015-12,revenue_cagr_5y,INSUFFICIENT
AMBUJACEM,2015-12,revenue_cagr_10y,INSUFFICIENT
AMBUJACEM,2015-12,pat_cagr_5y,INSUFFICIENT
AMBUJACEM,2015-12,pat_cagr_10y,INSUFFICIENT
AMBUJACEM,2015-12,eps_cagr_5y,INSUFFICIENT
AMBUJACEM,2015-12,eps_cagr_10y,INSUFFICIENT
AMBUJACEM,2016-12,revenue_cagr_5y,INSUFFICIENT
AMBUJACEM,2016-12,revenue_cagr_10y,INSUFFICIENT
AMBUJACEM,2016-12,pat_cagr_5y,INSUFFICIENT
AMBUJACEM,2016-12,pat_cagr_10y,INSUFFICIENT
AMBUJACEM,2016-12,eps_cagr_5y,INSUFFICIENT
AMBUJACEM,2016-12,eps_cagr_10y,INSUFFICIENT
