company_id,year,capital_allocation_label
APOLLOHOSP,2013-03,EXPANSION_WITH_EXTERNAL_CAPITAL
APOLLOHOSP,2014-03,SELF_FUNDED_REINVESTMENT
APOLLOHOSP,2015-03,EXPANSION_WITH_EXTERNAL_CAPITAL
APOLLOHOSP,2016-03,EXPANSION_WITH_EXTERNAL_CAPITAL
APOLLOHOSP,2017-03,EXPANSION_WITH_EXTERNAL_CAPITAL
APOLLOHOSP,2018-03,SELF_FUNDED_REINVESTMENT
APOLLOHOSP,2019-03,SELF_FUNDED_REINVESTMENT
APOLLOHOSP,2020-03,SELF_FUNDED_REINVESTMENT
APOLLOHOSP,2021-03,SELF_FUNDED_REINVESTMENT
APOLLOHOSP,2022-03,SELF_FUNDED_REINVESTMENT
APOLLOHOSP,2023-03,SELF_FUNDED_REINVESTMENT
APOLLOHOSP,2024-03,SELF_FUNDED_REINVESTMENT
ASIANPAINT,2013-03,SELF_FUNDED_REINVESTMENT
ASIANPAINT,2014-03,SELF_FUNDED_REINVESTMENT
ASIANPAINT,2015-03,SELF_FUNDED_REINVESTMENT
ASIANPAINT,2016-03,SELF_FUNDED_REINVESTMENT
ASIANPAINT,2017-03,SELF_FUNDED_REINVESTMENT
ASIANPAINT,2018-03,SELF_FUNDED_REINVESTMENT
ASIANPAINT,2019-03,SELF_FUNDED_REINVESTMENT
ASIANPAINT,2020-03,SELF_FUNDED_REINVESTMENT
ASIANPAINT,2021-03,SELF_FUNDED_REINVESTMENT
ASIANPAINT,2022-03,SELF_FUNDED_REINVESTMENT
ASIANPAINT,2023-03,SELF_FUNDED_REINVESTMENT
ASIANPAINT,2024-03,SELF_FUNDED_REINVESTMENT
ATGL,2018-03,NO_DATA
ATGL,2019-03,NO_DATA
ATGL,2020-03,NO_DATA
ATGL,2021-03,NO_DATA
ATGL,2022-03,NO_DATA
ATGL,2023-03,NO_DATA
ATGL,2024-03,NO_DATA
AXISBANK,2013-03,EXPANSION_WITH_EXTERNAL_CAPITAL
AXISBANK,2014-03,EXPANSION_WITH_EXTERNAL_CAPITAL
AXISBANK,2015-03,EXTERNALLY_FUNDED_INVESTMENT
AXISBANK,2016-03,RESTRUCTURING_WITH_EXTERNAL_SUPPORT
AXISBANK,2017-03,SELF_FUNDED_REINVESTMENT
AXISBANK,2018-03,EXTERNALLY_FUNDED_INVESTMENT
AXISBANK,2019-03,EXPANSION_WITH_EXTERNAL_CAPITAL
AXISBANK,2020-03,EXPANSION_WITH_EXTERNAL_CAPITAL
AXISBANK,2021-03,EXPANSION_WITH_EXTERNAL_CAPITAL
AXISBANK,2022-03,EXPANSION_WITH_EXTERNAL_CAPITAL
AXISBANK,2023-03,EXPANSION_WITH_EXTERNAL_CAPITAL
AXISBANK,2024-03,EXTERNALLY_FUNDED_INVESTMENT
BAJAJ-AUTO,2013-03,SELF_FUNDED_REINVESTMENT
BAJAJ-AUTO,2014-03,SELF_FUNDED_REINVESTMENT
BAJAJ-AUTO,2015-03,SELF_FUNDED_REINVESTMENT
BAJAJ-AUTO,2016-03,SELF_FUNDED_REINVESTMENT
BAJAJ-AUTO,2017-03,SELF_FUNDED_REINVESTMENT
BAJAJ-AUTO,2018-03,SELF_FUNDED_REINVESTMENT
BAJAJ-AUTO,2019-03,SELF_FUNDED_REINVESTMENT
BAJAJ-AUTO,2020-03,ASSET_MONETISATION_AND_DELEVERAGING
BAJAJ-AUTO,2021-03,SELF_FUNDED_REINVESTMENT
BAJAJ-AUTO,2022-03,ASSET_MONETISATION_AND_DELEVERAGING
BAJAJ-AUTO,2023-03,ASSET_MONETISATION_AND_DELEVERAGING
BAJAJ-AUTO,2024-03,SELF_FUNDED_REINVESTMENT
BAJAJFINSV,2013-03,RESTRUCTURING_WITH_EXTERNAL_SUPPORT
BAJAJFINSV,2014-03,RESTRUCTURING_WITH_EXTERNAL_SUPPORT
BAJAJFINSV,2015-03,RESTRUCTURING_WITH_EXTERNAL_SUPPORT
BAJAJFINSV,2016-03,EXTERNALLY_FUNDED_INVESTMENT
BAJAJFINSV,2017-03,RESTRUCTURING_WITH_EXTERNAL_SUPPORT
BAJAJFINSV,2018-03,EXTERNALLY_FUNDED_INVESTMENT
BAJAJFINSV,2019-03,EXTERNALLY_FUNDED_INVESTMENT
BAJAJFINSV,2020-03,EXTERNALLY_FUNDED_INVESTMENT
BAJAJFINSV,2021-03,EXPANSION_WITH_EXTERNAL_CAPITAL
BAJAJFINSV,2022-03,RESTRUCTURING_WITH_EXTERNAL_SUPPORT
BAJAJFINSV,2023-03,EXTERNALLY_FUNDED_INVESTMENT
BAJAJFINSV,2024-03,EXTERNALLY_FUNDED_INVESTMENT
BAJAJHLDNG,2013-03,SELF_FUNDED_REINVESTMENT
BAJAJHLDNG,2014-03,SELF_FUNDED_REINVESTMENT
BAJAJHLDNG,2015-03,SELF_FUNDED_REINVESTMENT
BAJAJHLDNG,2016-03,ASSET_MONETISATION_AND_DELEVERAGING
BAJAJHLDNG,2017-03,CASH_BURN_AND_CONTRACTION
BAJAJHLDNG,2018-03,SELF_FUNDED_REINVESTMENT
BAJAJHLDNG,2019-03,SELF_FUNDED_REINVESTMENT
BAJAJHLDNG,2020-03,SELF_FUNDED_REINVESTMENT
BAJAJHLDNG,2021-03,SELF_FUNDED_REINVESTMENT
BAJAJHLDNG,2022-03,SELF_FUNDED_REINVESTMENT
BAJAJHLDNG,2023-03,SELF_FUNDED_REINVESTMENT
BAJAJHLDNG,2024-03,SELF_FUNDED_REINVESTMENT
BAJFINANCE,2015-03,EXTERNALLY_FUNDED_INVESTMENT
BAJFINANCE,2016-03,EXTERNALLY_FUNDED_INVESTMENT
BAJFINANCE,2017-03,EXTERNALLY_FUNDED_INVESTMENT
BAJFINANCE,2018-03,RESTRUCTURING_WITH_EXTERNAL_SUPPORT
BAJFINANCE,2019-03,EXTERNALLY_FUNDED_INVESTMENT
BAJFINANCE,2020-03,EXTERNALLY_FUNDED_INVESTMENT
BAJFINANCE,2021-03,EXTERNALLY_FUNDED_INVESTMENT
BAJFINANCE,2022-03,RESTRUCTURING_WITH_EXTERNAL_SUPPORT
BAJFINANCE,2023-03,EXTERNALLY_FUNDED_INVESTMENT
BAJFINANCE,2024-03,EXTERNALLY_FUNDED_INVESTMENT
BANKBARODA,2013-03,SELF_FUNDED_REINVESTMENT
BANKBARODA,2014-03,EXPANSION_WITH_EXTERNAL_CAPITAL
BANKBARODA,2015-03,SELF_FUNDED_REINVESTMENT
BANKBARODA,2016-03,CASH_BURN_AND_CONTRACTION
BANKBARODA,2017-03,SELF_FUNDED_REINVESTMENT
BANKBARODA,2018-03,EXTERNALLY_FUNDED_INVESTMENT
BANKBARODA,2019-03,EXTERNALLY_FUNDED_INVESTMENT
BANKBARODA,2020-03,EXPANSION_WITH_EXTERNAL_CAPITAL
BANKBARODA,2021-03,CASH_BURN_AND_CONTRACTION
BANKBARODA,2022-03,SELF_FUNDED_REINVESTMENT
BANKBARODA,2023-03,CASH_BURN_AND_CONTRACTION
BANKBARODA,2024-03,EXTERNALLY_FUNDED_INVESTMENT
BEL,2013-03,ASSET_SALES_FUNDING_OPERATIONS
BEL,2014-03,ASSET_SALES_FUNDING_OPERATIONS
BEL,2015-03,SELF_FUNDED_REINVESTMENT
BEL,2016-03,SELF_FUNDED_REINVESTMENT
BEL,2017-03,ASSET_SALES_FUNDING_OPERATIONS
BEL,2018-03,CASH_BURN_AND_CONTRACTION
BEL,2019-03,SELF_FUNDED_REINVESTMENT
BEL,2020-03,SELF_FUNDED_REINVESTMENT
BEL,2021-03,SELF_FUNDED_REINVESTMENT
BEL,2022-03,SELF_FUNDED_REINVESTMENT
BEL,2023-03,ASSET_MONETISATION_AND_DELEVERAGING
BEL,2024-03,SELF_FUNDED_REINVESTMENT
BHARTIARTL,2013-03,SELF_FUNDED_REINVESTMENT
BHARTIARTL,2014-03,EXPANSION_WITH_EXTERNAL_CAPITAL
BHARTIARTL,2015-03,SELF_FUNDED_REINVESTMENT
BHARTIARTL,2016-03,SELF_FUNDED_REINVESTMENT
BHARTIARTL,2017-03,SELF_FUNDED_REINVESTMENT
BHARTIARTL,2018-03,EXPANSION_WITH_EXTERNAL_CAPITAL
BHARTIARTL,2019-03,EXPANSION_WITH_EXTERNAL_CAPITAL
BHARTIARTL,2020-03,EXPANSION_WITH_EXTERNAL_CAPITAL
BHARTIARTL,2021-03,SELF_FUNDED_REINVESTMENT
BHARTIARTL,2022-03,SELF_FUNDED_REINVESTMENT
BHARTIARTL,2023-03,SELF_FUNDED_REINVESTMENT
BHARTIARTL,2024-03,SELF_FUNDED_REINVESTMENT
BHEL,2013-03,EXPANSION_WITH_EXTERNAL_CAPITAL
BHEL,2014-03,EXPANSION_WITH_EXTERNAL_CAPITAL
BHEL,2015-03,ASSET_MONETISATION_AND_DELEVERAGING
BHEL,2016-03,ASSET_MONETISATION_AND_DELEVERAGING
BHEL,2017-03,SELF_FUNDED_REINVESTMENT
BHEL,2018-03,ASSET_MONETISATION_AND_DELEVERAGING
BHEL,2019-03,ASSET_SALES_FUNDING_OPERATIONS
BHEL,2020-03,RESTRUCTURING_WITH_EXTERNAL_SUPPORT
BHEL,2021-03,SELF_FUNDED_REINVESTMENT
BHEL,2022-03,SELF_FUNDED_REINVESTMENT
BHEL,2023-03,RESTRUCTURING_WITH_EXTERNAL_SUPPORT
BHEL,2024-03,RESTRUCTURING_WITH_EXTERNAL_SUPPORT
BOSCHLTD,2012-12,SELF_FUNDED_REINVESTMENT
BOSCHLTD,2013-12,SELF_FUNDED_REINVESTMENT
BOSCHLTD,2015-03,SELF_FUNDED_REINVESTMENT
BOSCHLTD,2016-03,SELF_FUNDED_REINVESTMENT
BOSCHLTD,2017-03,ASSET_MONETISATION_AND_DELEVERAGING
BOSCHLTD,2018-03,SELF_FUNDED_REINVESTMENT
BOSCHLTD,2019-03,ASSET_MONETISATION_AND_DELEVERAGING
BOSCHLTD,2020-03,SELF_FUNDED_REINVESTMENT
BOSCHLTD,2021-03,SELF_FUNDED_REINVESTMENT
BOSCHLTD,2022-03,SELF_FUNDED_REINVESTMENT
BOSCHLTD,2023-03,ASSET_MONETISATION_AND_DELEVERAGING
BOSCHLTD,2024-03,ASSET_MONETISATION_AND_DELEVERAGING
BPCL,2013-03,SELF_FUNDED_REINVESTMENT
BPCL,2014-03,SELF_FUNDED_REINVESTMENT
BPCL,2015-03,SELF_FUNDED_REINVESTMENT
BPCL,2016-03,SELF_FUNDED_REINVESTMENT
BPCL,2017-03,EXPANSION_WITH_EXTERNAL_CAPITAL
BPCL,2018-03,SELF_FUNDED_REINVESTMENT
BPCL,2019-03,EXPANSION_WITH_EXTERNAL_CAPITAL
BPCL,2020-03,EXPANSION_WITH_EXTERNAL_CAPITAL
BPCL,2021-03,SELF_FUNDED_REINVESTMENT
BPCL,2022-03,SELF_FUNDED_REINVESTMENT
BPCL,2023-03,SELF_FUNDED_REINVESTMENT
BPCL,2024-03,SELF_FUNDED_REINVESTMENT
BRITANNIA,2013-03,ASSET_MONETISATION_AND_DELEVERAGING
BRITANNIA,2014-03,SELF_FUNDED_REINVESTMENT
BRITANNIA,2015-03,SELF_FUNDED_REINVESTMENT
BRITANNIA,2016-03,SELF_FUNDED_REINVESTMENT
BRITANNIA,2017-03,SELF_FUNDED_REINVESTMENT
BRITANNIA,2018-03,SELF_FUNDED_REINVESTMENT
BRITANNIA,2019-03,SELF_FUNDED_REINVESTMENT
BRITANNIA,2020-03,EXPANSION_WITH_EXTERNAL_CAPITAL
BRITANNIA,2021-03,ASSET_MONETISATION_AND_DELEVERAGING
BRITANNIA,2022-03,ASSET_MONETISATION_AND_DELEVERAGING
BRITANNIA,2023-03,SELF_FUNDED_REINVESTMENT
BRITANNIA,2024-03,ASSET_MONETISATION_AND_DELEVERAGING
CANBK,2013-03,SELF_FUNDED_REINVESTMENT
CANBK,2014-03,SELF_FUNDED_REINVESTMENT
CANBK,2015-03,SELF_FUNDED_REINVESTMENT
CANBK,2016-03,SELF_FUNDED_REINVESTMENT
CANBK,2017-03,EXPANSION_WITH_EXTERNAL_CAPITAL
CANBK,2018-03,EXTERNALLY_FUNDED_INVESTMENT
CANBK,2019-03,SELF_FUNDED_REINVESTMENT
CANBK,2020-03,EXTERNALLY_FUNDED_INVESTMENT
CANBK,2021-03,EXPANSION_WITH_EXTERNAL_CAPITAL
CANBK,2022-03,EXPANSION_WITH_EXTERNAL_CAPITAL
CANBK,2023-03,EXTERNALLY_FUNDED_INVESTMENT
CANBK,2024-03,SELF_FUNDED_REINVESTMENT
CHOLAFIN,2013-03,RESTRUCTURING_WITH_EXTERNAL_SUPPORT
CHOLAFIN,2014-03,EXTERNALLY_FUNDED_INVESTMENT
CHOLAFIN,2015-03,EXTERNALLY_FUNDED_INVESTMENT
CHOLAFIN,2016-03,EXTERNALLY_FUNDED_INVESTMENT
CHOLAFIN,2017-03,EXTERNALLY_FUNDED_INVESTMENT
CHOLAFIN,2018-03,EXTERNALLY_FUNDED_INVESTMENT
CHOLAFIN,2019-03,EXTERNALLY_FUNDED_INVESTMENT
CHOLAFIN,2020-03,EXTERNALLY_FUNDED_INVESTMENT
CHOLAFIN,2021-03,EXTERNALLY_FUNDED_INVESTMENT
CHOLAFIN,2022-03,RESTRUCTURING_WITH_EXTERNAL_SUPPORT
CHOLAFIN,2023-03,EXTERNALLY_FUNDED_INVESTMENT
CHOLAFIN,2024-03,EXTERNALLY_FUNDED_INVESTMENT
CIPLA,2013-03,EXPANSION_WITH_EXTERNAL_CAPITAL
CIPLA,2014-03,SELF_FUNDED_REINVESTMENT
CIPLA,2015-03,EXPANSION_WITH_EXTERNAL_CAPITAL
CIPLA,2016-03,EXPANSION_WITH_EXTERNAL_CAPITAL
CIPLA,2017-03,SELF_FUNDED_REINVESTMENT
CIPLA,2018-03,SELF_FUNDED_REINVESTMENT
CIPLA,2019-03,SELF_FUNDED_REINVESTMENT
CIPLA,2020-03,ASSET_MONETISATION_AND_DELEVERAGING
CIPLA,2021-03,SELF_FUNDED_REINVESTMENT
CIPLA,2022-03,SELF_FUNDED_REINVESTMENT
CIPLA,2023-03,SELF_FUNDED_REINVESTMENT
CIPLA,2024-03,SELF_FUNDED_REINVESTMENT
COALINDIA,2013-03,SELF_FUNDED_REINVESTMENT
COALINDIA,2014-03,ASSET_MONETISATION_AND_DELEVERAGING
COALINDIA,2015-03,ASSET_MONETISATION_AND_DELEVERAGING
COALINDIA,2016-03,ASSET_MONETISATION_AND_DELEVERAGING
COALINDIA,2017-03,ASSET_MONETISATION_AND_DELEVERAGING
COALINDIA,2018-03,SELF_FUNDED_REINVESTMENT
COALINDIA,2019-03,SELF_FUNDED_REINVESTMENT
COALINDIA,2020-03,ASSET_MONETISATION_AND_DELEVERAGING
COALINDIA,2021-03,ASSET_MONETISATION_AND_DELEVERAGING
COALINDIA,2022-03,SELF_FUNDED_REINVESTMENT
COALINDIA,2023-03,SELF_FUNDED_REINVESTMENT
COALINDIA,2024-03,SELF_FUNDED_REINVESTMENT
DABUR,2013-03,SELF_FUNDED_REINVESTMENT
DABUR,2014-03,SELF_FUNDED_REINVESTMENT
DABUR,2015-03,SELF_FUNDED_REINVESTMENT
DABUR,2016-03,SELF_FUNDED_REINVESTMENT
DABUR,2017-03,SELF_FUNDED_REINVESTMENT
DABUR,2018-03,SELF_FUNDED_REINVESTMENT
DABUR,2019-03,ASSET_MONETISATION_AND_DELEVERAGING
DABUR,2020-03,SELF_FUNDED_REINVESTMENT
DABUR,2021-03,SELF_FUNDED_REINVESTMENT
DABUR,2022-03,SELF_FUNDED_REINVESTMENT
DABUR,2023-03,SELF_FUNDED_REINVESTMENT
DABUR,2024-03,SELF_FUNDED_REINVESTMENT
DIVISLAB,2013-03,SELF_FUNDED_REINVESTMENT
DIVISLAB,2014-03,SELF_FUNDED_REINVESTMENT
DIVISLAB,2015-03,SELF_FUNDED_REINVESTMENT
DIVISLAB,2016-03,SELF_FUNDED_REINVESTMENT
DIVISLAB,2017-03,EXPANSION_WITH_EXTERNAL_CAPITAL
DIVISLAB,2018-03,SELF_FUNDED_REINVESTMENT
DIVISLAB,2019-03,SELF_FUNDED_REINVESTMENT
DIVISLAB,2020-03,SELF_FUNDED_REINVESTMENT
DIVISLAB,2021-03,ASSET_MONETISATION_AND_DELEVERAGING
DIVISLAB,2022-03,SELF_FUNDED_REINVESTMENT
DIVISLAB,2023-03,SELF_FUNDED_REINVESTMENT
DIVISLAB,2024-03,SELF_FUNDED_REINVESTMENT
DLF,2013-03,ASSET_MONETISATION_AND_DELEVERAGING
DLF,2014-03,ASSET_MONETISATION_AND_DELEVERAGING
DLF,2015-03,ASSET_MONETISATION_AND_DELEVERAGING
DLF,2016-03,SELF_FUNDED_REINVESTMENT
DLF,2017-03,RESTRUCTURING_WITH_EXTERNAL_SUPPORT
DLF,2018-03,SELF_FUNDED_REINVESTMENT
DLF,2019-03,CASH_ACCUMULATION
DLF,2020-03,ASSET_MONETISATION_AND_DELEVERAGING
DLF,2021-03,ASSET_MONETISATION_AND_DELEVERAGING
DLF,2022-03,ASSET_MONETISATION_AND_DELEVERAGING
DLF,2023-03,SELF_FUNDED_REINVESTMENT
DLF,2024-03,EXPANSION_WITH_EXTERNAL_CAPITAL
DMART,2013-03,EXPANSION_WITH_EXTERNAL_CAPITAL
DMART,2014-03,EXPANSION_WITH_EXTERNAL_CAPITAL
DMART,2015-03,EXPANSION_WITH_EXTERNAL_CAPITAL
DMART,2016-03,EXPANSION_WITH_EXTERNAL_CAPITAL
DMART,2017-03,EXPANSION_WITH_EXTERNAL_CAPITAL
DMART,2018-03,ASSET_MONETISATION_AND_DELEVERAGING
DMART,2019-03,EXPANSION_WITH_EXTERNAL_CAPITAL
DMART,2020-03,EXPANSION_WITH_EXTERNAL_CAPITAL
DMART,2021-03,SELF_FUNDED_REINVESTMENT
DMART,2022-03,SELF_FUNDED_REINVESTMENT
DMART,2023-03,SELF_FUNDED_REINVESTMENT
DMART,2024-03,SELF_FUNDED_REINVESTMENT
DRREDDY,2013-03,SELF_FUNDED_REINVESTMENT
DRREDDY,2014-03,SELF_FUNDED_REINVESTMENT
DRREDDY,2015-03,SELF_FUNDED_REINVESTMENT
DRREDDY,2016-03,SELF_FUNDED_REINVESTMENT
DRREDDY,2017-03,SELF_FUNDED_REINVESTMENT
DRREDDY,2018-03,SELF_FUNDED_REINVESTMENT
DRREDDY,2019-03,SELF_FUNDED_REINVESTMENT
DRREDDY,2020-03,SELF_FUNDED_REINVESTMENT
DRREDDY,2021-03,SELF_FUNDED_REINVESTMENT
DRREDDY,2022-03,SELF_FUNDED_REINVESTMENT
DRREDDY,2023-03,SELF_FUNDED_REINVESTMENT
DRREDDY,2024-03,SELF_FUNDED_REINVESTMENT
EICHERMOT,2012-12,SELF_FUNDED_REINVESTMENT
EICHERMOT,2013-12,SELF_FUNDED_REINVESTMENT
EICHERMOT,2014-12,SELF_FUNDED_REINVESTMENT
EICHERMOT,2016-03,SELF_FUNDED_REINVESTMENT
EICHERMOT,2017-03,EXPANSION_WITH_EXTERNAL_CAPITAL
EICHERMOT,2018-03,SELF_FUNDED_REINVESTMENT
EICHERMOT,2019-03,SELF_FUNDED_REINVESTMENT
EICHERMOT,2020-03,SELF_FUNDED_REINVESTMENT
EICHERMOT,2021-03,SELF_FUNDED_REINVESTMENT
EICHERMOT,2022-03,SELF_FUNDED_REINVESTMENT
EICHERMOT,2023-03,SELF_FUNDED_REINVESTMENT
EICHERMOT,2024-03,SELF_FUNDED_REINVESTMENT
GAIL,2013-03,EXPANSION_WITH_EXTERNAL_CAPITAL
GAIL,2014-03,SELF_FUNDED_REINVESTMENT
GAIL,2015-03,SELF_FUNDED_REINVESTMENT
GAIL,2016-03,SELF_FUNDED_REINVESTMENT
GAIL,2017-03,SELF_FUNDED_REINVESTMENT
GAIL,2018-03,SELF_FUNDED_REINVESTMENT
GAIL,2019-03,SELF_FUNDED_REINVESTMENT
GAIL,2020-03,EXPANSION_WITH_EXTERNAL_CAPITAL
GAIL,2021-03,SELF_FUNDED_REINVESTMENT
GAIL,2022-03,SELF_FUNDED_REINVESTMENT
GAIL,2023-03,EXPANSION_WITH_EXTERNAL_CAPITAL
GAIL,2024-03,SELF_FUNDED_REINVESTMENT
GODREJCP,2013-03,EXPANSION_WITH_EXTERNAL_CAPITAL
GODREJCP,2014-03,SELF_FUNDED_REINVESTMENT
GODREJCP,2015-03,SELF_FUNDED_REINVESTMENT
GODREJCP,2016-03,SELF_FUNDED_REINVESTMENT
GODREJCP,2017-03,EXPANSION_WITH_EXTERNAL_CAPITAL
GODREJCP,2018-03,SELF_FUNDED_REINVESTMENT
GODREJCP,2019-03,ASSET_MONETISATION_AND_DELEVERAGING
GODREJCP,2020-03,SELF_FUNDED_REINVESTMENT
GODREJCP,2021-03,SELF_FUNDED_REINVESTMENT
GODREJCP,2022-03,SELF_FUNDED_REINVESTMENT
GODREJCP,2023-03,SELF_FUNDED_REINVESTMENT
GODREJCP,2024-03,EXPANSION_WITH_EXTERNAL_CAPITAL
GRASIM,2013-03,EXPANSION_WITH_EXTERNAL_CAPITAL
GRASIM,2014-03,SELF_FUNDED_REINVESTMENT
GRASIM,2015-03,SELF_FUNDED_REINVESTMENT
GRASIM,2016-03,SELF_FUNDED_REINVESTMENT
GRASIM,2017-03,SELF_FUNDED_REINVESTMENT
GRASIM,2018-03,RESTRUCTURING_WITH_EXTERNAL_SUPPORT
GRASIM,2019-03,EXTERNALLY_FUNDED_INVESTMENT
GRASIM,2020-03,SELF_FUNDED_REINVESTMENT
GRASIM,2021-03,SELF_FUNDED_REINVESTMENT
GRASIM,2022-03,SELF_FUNDED_REINVESTMENT
GRASIM,2023-03,EXTERNALLY_FUNDED_INVESTMENT
GRASIM,2024-03,EXTERNALLY_FUNDED_INVESTMENT
HAL,2013-03,NO_DATA
HAL,2014-03,NO_DATA
HAL,2015-03,NO_DATA
HAL,2016-03,NO_DATA
HAL,2017-03,ASSET_SALES_FUNDING_OPERATIONS
HAL,2018-03,ASSET_SALES_FUNDING_OPERATIONS
HAL,2019-03,RESTRUCTURING_WITH_EXTERNAL_SUPPORT
HAL,2020-03,EXPANSION_WITH_EXTERNAL_CAPITAL
